Season Number,Season Start,Season End,Episode Number,Episode Title,Pitch Number,Startup Name,Industry,Business Description,Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of sharks in deal,Ashneer Grover,Ashneer Investment Equity,Ashneer Debt Amount,Namita Thapar,Namita Investment Equity,Namita Debt Amount,Anupam Mittal,Anupam Investment Equity,Anupam Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Aman Gupta,Aman Investment Equity,Aman Debt Amount,Peyush Bansal,Peyush Investment Equity,Peyush Debt Amount,Ghazal Alagh,Ghazal Investment Equity,Ghazal Debt Amount,Amit Jain,Amit Investment Equity,Amit Debt Amount
2,02-Jan-23,10-Mar-23,8,Investment with Intent,176,MagicOfMemories,Beauty/Fashion,DNA Jewllery,1,0.0,1.0,0.0,0.0,Middle,Delhi,Delhi,364.3015873015873,43.012839694656485,25.0,5.0,500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,9,Invest In Lifestyle,177,Paradyes,Beauty/Fashion,Semi Permanent Hair Color,2,1.0,1.0,0.0,1.0,Young,Ahmedabad,Gujarat,350.0,43.012839694656485,65.0,1.0,6500.0,1,1.0,65.0,2.0,0.0,0.0,3250.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,1.0,0.0,32.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,9,Invest In Lifestyle,178,Nestroots,Furnishing/Household,"House of design, aesthetics and elegance",1,0.0,1.0,0.0,0.0,Middle,Delhi,Delhi,364.3015873015873,43.012839694656485,50.0,1.0,5000.0,1,1.0,50.0,2.0,0.0,0.0,2500.0,1.0,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,10,Zillionaire Banne Ki Chah,179,Zillionaire,Beauty/Fashion,Unique styles of stones and jewels,2,2.0,0.0,0.0,0.0,Young,Jaipur,Rajasthan,100.0,43.012839694656485,50.0,3.3,1515.151515,1,1.0,100.0,10.0,0.0,0.0,1000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,10,Zillionaire Banne Ki Chah,180,Credmate,Technology/Software,Platform for credit score,2,2.0,0.0,0.0,0.0,Middle,Ludhiana,Punjab,364.3015873015873,130.0,50.0,5.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,10,Zillionaire Banne Ki Chah,181,Freebowler,Sports,Non-Electric & Portable Bowling Machines,2,2.0,0.0,0.0,0.0,Middle,Bangalore,Karnataka,364.3015873015873,43.012839694656485,75.0,7.5,1000.0,1,1.0,25.0,7.5,50.0,10.0,333.3333333,1.0,0.0,0.0,0.0,25.0,7.5,50.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,11,Investing The Right Way,182,ABCSports&Fitness,Sports,Sports training institute,2,2.0,0.0,0.0,0.0,Middle,Pune,Maharashtra,364.3015873015873,43.012839694656485,40.0,2.0,2000.0,1,1.0,40.0,10.0,0.0,0.0,400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,11,Investing The Right Way,183,Primebook,Technology/Software,Android Apps on Windows laptops,4,4.0,0.0,0.0,0.0,Middle,Delhi,Delhi,364.3015873015873,43.012839694656485,75.0,1.5,5000.0,1,1.0,75.0,3.0,0.0,0.0,2500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,1.5,0.0,37.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,11,Investing The Right Way,184,DailyDump,Manufacturing,Compost Bins,2,1.0,1.0,0.0,0.0,Middle,Bangalore,Karnataka,364.3015873015873,43.012839694656485,80.0,4.0,2000.0,1,1.0,30.0,4.0,50.0,10.0,750.0,1.0,0.0,0.0,0.0,30.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,12,Pitchers Ki Undying Spirit,185,GharSoaps,Beauty/Fashion,Pure Organic Soaps,2,2.0,0.0,0.0,0.0,Middle,Pune,Maharashtra,364.3015873015873,43.012839694656485,60.0,2.0,3000.0,1,1.0,60.0,4.0,0.0,0.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,12,Pitchers Ki Undying Spirit,186,Janitri,Medical/Health,Pregnancy Monitoring systems,1,1.0,0.0,0.0,0.0,Middle,Alwar,Rajasthan,364.3015873015873,43.012839694656485,100.0,2.5,4000.0,1,1.0,100.0,2.5,0.0,0.0,4000.0,1.0,0.0,0.0,0.0,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,12,Pitchers Ki Undying Spirit,187,JaipurWatchCompany,Manufacturing,Made in India Imperial Automatic Watches,1,1.0,0.0,0.0,0.0,Middle,Jaipur,Rajasthan,364.3015873015873,43.012839694656485,50.0,2.0,2500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,13,Up And Coming Business Ideas,188,InsideFPV,Manufacturing,Plug and Fly Drones,3,2.0,1.0,0.0,0.0,Young,Surat,Gujarat,364.3015873015873,43.012839694656485,75.0,4.0,1875.0,1,1.0,75.0,15.0,0.0,0.0,500.0,4.0,0.0,0.0,0.0,18.75,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,3.75,0.0,18.75,3.75,0.0,0.0,0.0,0.0,18.75,3.75,0.0
2,02-Jan-23,10-Mar-23,13,Up And Coming Business Ideas,189,Angrakhaa,Beauty/Fashion,Contemporary Indian clothing,2,0.0,2.0,0.0,0.0,Young,Delhi,Delhi,364.3015873015873,43.012839694656485,40.0,5.0,800.0,1,1.0,40.0,20.0,0.0,0.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.0
2,02-Jan-23,10-Mar-23,13,Up And Coming Business Ideas,190,Diabexy,Food,Diabetes Friendly Food Products,2,1.0,1.0,0.0,1.0,Middle,Gurgaon,Haryana,364.3015873015873,100.0,150.0,1.0,15000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,14,Investment Worthy Ideas,191,Kyari,Manufacturing,Smart stick Guardian,2,1.0,1.0,0.0,0.0,Young,Ghaziabad,Uttar Pradesh,364.3015873015873,10.0,51.0,1.0,5100.0,1,1.0,51.0,6.0,0.0,0.0,850.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,14,Investment Worthy Ideas,192,MoppFoods,Food,Mad over Parathas Pakodas,2,1.0,1.0,0.0,1.0,Middle,Delhi,Delhi,364.3015873015873,43.012839694656485,75.0,2.25,3333.333333,1,1.0,75.0,5.0,0.0,0.0,1500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,5.0,0.0
2,02-Jan-23,10-Mar-23,14,Investment Worthy Ideas,193,Econiture,Furnishing/Household,Furniture from plastic waste,4,4.0,0.0,0.0,0.0,Middle,Amaravati,Maharashtra,364.3015873015873,43.012839694656485,50.0,8.0,625.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,15,Changing The Face Of Indian Entrepreneurship,194,Dobiee,Food,CANDIES MUSKIEE TOYS,2,2.0,0.0,0.0,0.0,Middle,Shinde,Maharashtra,364.3015873015873,32.0,72.0,2.0,3600.0,1,1.0,72.0,6.5,0.0,0.0,1107.692308,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,6.5,0.0
2,02-Jan-23,10-Mar-23,15,Changing The Face Of Indian Entrepreneurship,195,FastBeetle,Services,Local courier and parcel service,2,2.0,0.0,0.0,0.0,Young,Srinagar,Jammu & Kashmir,-1.0,25.0,90.0,3.0,3000.0,1,1.0,90.0,7.5,0.0,0.0,1200.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,3.75,0.0,45.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,15,Changing The Face Of Indian Entrepreneurship,196,Pflow,Medical/Health,Disposable uroflowmetry system,2,1.0,1.0,0.0,1.0,Middle,Dhule,Maharashtra,364.3015873015873,43.012839694656485,60.0,1.0,6000.0,1,1.0,60.0,6.0,0.0,0.0,1000.0,2.0,0.0,0.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,3.0,0.0
2,02-Jan-23,10-Mar-23,16,Pitchers Ki Taiyyari,197,VSMani,Food,Coffee and snacks,3,3.0,0.0,0.0,0.0,Middle,Bangalore,Karnataka,-1.0,63.0,60.0,1.5,4000.0,1,1.0,19.0,1.0,41.0,10.0,1900.0,1.0,0.0,0.0,0.0,19.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,16,Pitchers Ki Taiyyari,198,Sepal,Manufacturing,Bike Accessories,2,2.0,0.0,0.0,0.0,Middle,Hyderabad,Telangana,364.3015873015873,43.012839694656485,50.0,1.0,5000.0,1,1.0,50.0,2.0,0.0,0.0,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,16,Pitchers Ki Taiyyari,199,Solinas,Services,"Products organise the management of pipelines,manholes and septic tanks",4,3.0,1.0,0.0,0.0,Middle,Chennai,Tamil Nadu,120.0,43.012839694656485,90.0,2.0,4500.0,1,1.0,90.0,3.0,0.0,0.0,3000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,17,Innovation Hardwork And Diligence,200,AvimeeHerbal,Beauty/Fashion,Ayurveda hair skin products,5,3.0,2.0,0.0,1.0,Middle,Surat,Gujarat,364.3015873015873,165.0,280.0,0.5,56000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,17,Innovation Hardwork And Diligence,201,eyenic,Beauty/Fashion,Eyewear,2,2.0,0.0,0.0,0.0,Middle,Delhi,Delhi,364.3015873015873,15.0,75.0,6.0,1250.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,17,Innovation Hardwork And Diligence,202,ekatra,Furnishing/Household,Handmade paper goods,2,0.0,2.0,0.0,0.0,Middle,Kota,Rajasthan,364.3015873015873,5.0,40.0,10.0,400.0,1,1.0,20.0,20.0,20.0,0.8613138686131386,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,10.0
2,02-Jan-23,10-Mar-23,18,Business Ideas With Potential,203,Raasa,Food,Food karts,1,1.0,0.0,0.0,0.0,Middle,Delhi,Delhi,364.3015873015873,43.012839694656485,50.0,5.0,1000.0,1,1.0,50.0,25.0,0.0,0.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,18,Business Ideas With Potential,204,NeoMotion,Manufacturing,Wheelchairs,3,3.0,0.0,0.0,0.0,Middle,Chennai,Tamil Nadu,470.0,43.012839694656485,100.0,1.0,10000.0,1,1.0,100.0,1.0,0.0,0.0,10000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,18,Business Ideas With Potential,205,licksters,Food,Icecreams ice-pops,2,1.0,1.0,0.0,1.0,Middle,Nagpur,Maharashtra,86.0,14.0,50.0,5.0,1000.0,1,1.0,25.0,5.0,25.0,0.8613138686131386,500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,25.0
2,02-Jan-23,10-Mar-23,18,Business Ideas With Potential,206,Sayonara,Beauty/Fashion,Petticoat,1,1.0,0.0,0.0,0.0,Middle,Kolkata,West Bengal,0.0,43.012839694656485,100.0,1.0,10000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,19,Building Brands For India,207,PMV,Vehicles/Electrical Vehicles,Personal Mobility Vehicle,1,1.0,0.0,0.0,0.0,Middle,Mumbai,Maharashtra,0.0,43.012839694656485,100.0,1.0,10000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,19,Building Brands For India,208,SpiceStory,Food,Indian Sauces Chutneys,3,2.0,1.0,0.0,0.0,Middle,Mumbai,Maharashtra,410.0,57.0,70.0,2.0,3500.0,1,1.0,70.0,5.0,0.0,0.0,1400.0,1.0,0.0,0.0,0.0,70.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,19,Building Brands For India,209,Bullspree,Technology/Software,App to learn stock market basics,3,3.0,0.0,0.0,0.0,Middle,Ahmedabad,Gujarat,-1.0,43.012839694656485,75.0,1.5,5000.0,1,1.0,75.0,2.86,0.0,0.0,2622.377622,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,1.43,0.0,37.5,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,20,Nurturing Indian Entrepreneurs,210,Snitch,Beauty/Fashion,Menswear,1,1.0,0.0,0.0,0.0,Middle,Bangalore,Karnataka,364.3015873015873,43.012839694656485,150.0,0.5,30000.0,1,1.0,150.0,1.5,0.0,0.0,10000.0,5.0,0.0,0.0,0.0,30.0,0.3,0.0,30.0,0.3,0.0,30.0,0.3,0.0,30.0,0.3,0.0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,20,Nurturing Indian Entrepreneurs,211,Portl,Services,Portl studio gym,3,3.0,0.0,0.0,0.0,Middle,Hyderabad,Telangana,364.3015873015873,43.012839694656485,150.0,1.0,15000.0,1,1.0,150.0,2.5,0.0,0.0,6000.0,3.0,0.0,0.0,0.0,50.0,0.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.833,0.0,50.0,0.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,20,Nurturing Indian Entrepreneurs,212,FatToSlim,Beauty/Fashion,Diet Plan Weight Loss,1,0.0,1.0,0.0,0.0,Middle,Bangalore,Karnataka,364.3015873015873,14.0,20.0,1.0,2000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,21,Adhbhut Aur Anokhe Entrepreneurs,213,CheeseCake&Co.,Food,Cakes Slices,2,1.0,1.0,0.0,1.0,Middle,Delhi,Delhi,364.3015873015873,194.0,100.0,2.0,5000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,21,Adhbhut Aur Anokhe Entrepreneurs,214,Dabble,Manufacturing,Paints Crayons Brushes,2,0.0,2.0,0.0,0.0,Middle,Bangalore,Karnataka,33.0,8.7,50.0,10.0,500.0,1,1.0,15.0,10.0,35.0,0.0,150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.0,10.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,21,Adhbhut Aur Anokhe Entrepreneurs,215,CloudTailor,Services,Custom tailor online,3,2.0,1.0,0.0,1.0,Middle,"Bangalore,Hyderabad","Karnataka,Telangana",-1.0,34.0,100.0,1.4,7142.857143,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,21,Adhbhut Aur Anokhe Entrepreneurs,216,BeUnic,Services,Platform for LGBTQ+ creators and entrepreneurs,3,1.0,1.0,1.0,0.0,Middle,Noida,Uttar Pradesh,50.0,6.0,100.0,10.0,1000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,22,Making Big Businesses,217,Broomees,Services,Helpers homemakers for your home,3,2.0,1.0,0.0,0.0,Middle,Delhi,Delhi,364.3015873015873,43.012839694656485,80.0,2.0,4000.0,1,1.0,100.0,3.0,0.0,0.0,3333.333333,3.0,0.0,0.0,0.0,33.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,1.0,0.0,33.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,22,Making Big Businesses,218,Ravel,Beauty/Fashion,Custom Hair Products,1,1.0,0.0,0.0,0.0,Middle,Amaravati,Maharashtra,364.3015873015873,40.0,75.0,2.5,3000.0,1,1.0,75.0,10.0,0.0,0.0,750.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,22,Making Big Businesses,219,HoneyVeda,Food,Honey in natural nutritious form,2,2.0,0.0,0.0,0.0,Middle,Ahmedabad,Gujarat,53.0,43.012839694656485,75.0,7.5,1000.0,1,1.0,50.0,20.0,25.0,12.0,250.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,10.0,12.5,25.0,10.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,23,Changing The World,220,PadCare,Manufacturing,Menstrual hygiene disposal solution,1,1.0,0.0,0.0,0.0,Young,Pune,Maharashtra,-1.0,14.0,50.0,2.0,2500.0,1,1.0,100.0,4.0,0.0,0.0,2500.0,4.0,0.0,0.0,0.0,25.0,1.0,0.0,25.0,1.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,23,Changing The World,221,SwadeshiBlessings,Furnishing/Household,Clay utensils and cookwares,3,1.0,2.0,0.0,0.0,Middle,Udaipur,Rajasthan,120.0,28.0,50.0,5.0,1000.0,1,1.0,25.0,5.0,25.0,12.0,500.0,2.0,0.0,0.0,0.0,12.5,2.5,12.5,0.0,0.0,0.0,12.5,2.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,23,Changing The World,222,OLL,Technology/Software,Online Live Learning Skill development classes,1,1.0,0.0,0.0,0.0,Young,Mumbai,Maharashtra,364.3015873015873,43.012839694656485,30.0,2.0,1500.0,1,1.0,30.0,5.0,0.0,0.0,600.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.5,0.0,0.0,0.0,0.0,15.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02-Jan-23,10-Mar-23,23,Changing The World,223,Febris,Medical/Health,"Scrubs, Lab Coats & Medical Apparel",2,2.0,0.0,0.0,0.0,Middle,Ferozepur,Punjab,110.0,12.0,100.0,2.5,4000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
